Year,Month,Latitude,Longitude,amount
2024,1,47.597222,-122.319722,24.970000000000002
2024,1,47.597222,-122.319722,29.92
2024,1,47.597222,-122.319722,31.900000000000002
2024,1,47.597222,-122.319722,30.14
2024,1,47.597222,-122.319722,22.55
2024,1,47.597222,-122.319722,19.25
2024,1,47.597222,-122.319722,29.59
2024,1,47.597222,-122.319722,27.17
2024,1,47.597222,-122.319722,20.79
2024,1,47.597222,-122.319722,22.55
2024,1,47.597222,-122.319722,24.310000000000002
2024,1,47.597222,-122.319722,26.510000000000005
2024,1,47.597222,-122.319722,27.830000000000002
2024,1,47.597222,-122.319722,26.62
2024,1,47.597222,-122.319722,29.260000000000005
2024,1,47.597222,-122.319722,26.180000000000003
2024,1,47.597222,-122.319722,24.09
2024,1,47.597222,-122.319722,8.91
2024,1,47.597222,-122.319722,11.110000000000001
2024,1,47.597222,-122.319722,11.77
2024,1,47.597222,-122.319722,8.8
2024,1,47.597222,-122.319722,7.26
2024,1,47.597222,-122.319722,8.36
2024,1,47.597222,-122.319722,14.41
2024,1,47.597222,-122.319722,22.990000000000002
2024,1,47.597222,-122.319722,16.5
2024,1,47.597222,-122.319722,14.630000000000003
2024,1,47.597222,-122.319722,25.52
2024,1,47.597222,-122.319722,21.78
2024,1,47.597222,-122.319722,16.72
2024,1,47.597222,-122.319722,12.32
2024,1,47.597222,-122.319722,13.750000000000002
2024,1,47.597222,-122.319722,22.660000000000004
2024,1,47.597222,-122.319722,18.04
2024,1,47.597222,-122.319722,23.32
2024,1,47.597222,-122.319722,23.54
2024,1,47.597222,-122.319722,28.82
2024,1,47.597222,-122.319722,19.470000000000002
2024,1,47.597222,-122.319722,30.250000000000004
2024,1,47.597222,-122.319722,28.82
2024,1,47.597222,-122.319722,23.210000000000004
2024,1,47.597222,-122.319722,21.78
2024,1,47.597222,-122.319722,19.8
2024,1,47.597222,-122.319722,18.04
2024,1,47.597222,-122.319722,33.550000000000004
2024,1,47.597222,-122.319722,23.760000000000005
2024,1,47.597222,-122.319722,6.38
2024,1,47.597222,-122.319722,5.170000000000001
2024,1,47.597222,-122.319722,8.91
2024,1,47.597222,-122.319722,9.680000000000001
2024,1,47.597222,-122.319722,11.0
2024,1,47.597222,-122.319722,16.61
2024,1,47.597222,-122.319722,25.080000000000002
2024,1,47.597222,-122.319722,24.310000000000002
2024,1,47.597222,-122.319722,21.89
2024,1,47.597222,-122.319722,21.450000000000003
2024,1,47.597222,-122.319722,21.01
2024,1,47.597222,-122.319722,25.85
2024,1,47.597222,-122.319722,26.62
2024,1,47.597222,-122.319722,25.3
2024,1,47.597222,-122.319722,21.89
2024,1,47.597222,-122.319722,16.61
2024,1,47.597222,-122.319722,20.460000000000004
2024,1,47.597222,-122.319722,19.03
2024,1,47.597222,-122.319722,14.850000000000001
2024,1,47.597222,-122.319722,10.230000000000002
2024,1,47.597222,-122.319722,12.980000000000002
2024,1,47.597222,-122.319722,10.89
2024,1,47.597222,-122.319722,16.72
2024,1,47.597222,-122.319722,13.31
2024,1,47.597222,-122.319722,6.71
2024,1,47.597222,-122.319722,8.14
2024,1,47.597222,-122.319722,12.430000000000001
2024,1,47.597222,-122.319722,15.180000000000001
2024,1,47.597222,-122.319722,11.0
2024,1,47.597222,-122.319722,5.5
2024,1,47.597222,-122.319722,6.16
2024,1,47.597222,-122.319722,9.57
2024,1,47.597222,-122.319722,11.990000000000002
2024,1,47.597222,-122.319722,19.03
2024,1,47.597222,-122.319722,17.16
2024,1,47.597222,-122.319722,9.57
2024,1,47.597222,-122.319722,6.930000000000001
2024,1,47.597222,-122.319722,15.840000000000002
2024,1,47.597222,-122.319722,8.8
2024,1,47.597222,-122.319722,9.57
2024,1,47.597222,-122.319722,7.700000000000001
2024,1,47.597222,-122.319722,9.13
2024,1,47.597222,-122.319722,7.15
2024,1,47.597222,-122.319722,4.07
2024,1,47.597222,-122.319722,4.29
2024,1,47.597222,-122.319722,15.290000000000001
2024,1,47.597222,-122.319722,16.61
2024,1,47.597222,-122.319722,17.380000000000003
2024,1,47.597222,-122.319722,19.470000000000002
2024,1,47.597222,-122.319722,19.360000000000003
2024,1,47.597222,-122.319722,31.790000000000003
2024,1,47.597222,-122.319722,19.8
2024,1,47.597222,-122.319722,20.35
2024,1,47.597222,-122.319722,16.060000000000002
2024,1,47.597222,-122.319722,15.840000000000002
2024,1,47.597222,-122.319722,15.950000000000001
2024,1,47.597222,-122.319722,28.930000000000003
2024,1,47.597222,-122.319722,26.730000000000004
2024,1,47.597222,-122.319722,27.94
2024,1,47.597222,-122.319722,28.380000000000003
2024,1,47.597222,-122.319722,29.92
2024,1,47.597222,-122.319722,28.6
2024,1,47.597222,-122.319722,27.830000000000002
2024,1,47.597222,-122.319722,25.080000000000002
2024,1,47.597222,-122.319722,24.750000000000004
2024,1,47.597222,-122.319722,24.310000000000002
2024,1,47.597222,-122.319722,24.53
2024,2,47.597222,-122.319722,16.94
2024,2,47.597222,-122.319722,16.5
2024,9,47.597222,-122.319722,12.703894866476539
2024,9,47.597222,-122.319722,12.703894866476539
2024,9,47.597222,-122.319722,12.703894866476539
2024,9,47.597222,-122.319722,12.703894866476539
2024,9,47.597222,-122.319722,12.703894866476539
2024,9,47.597222,-122.319722,12.703894866476539
2024,10,47.597222,-122.319722,12.703894866476539
2024,10,47.597222,-122.319722,12.703894866476539
2024,10,47.597222,-122.319722,12.703894866476539
2024,10,47.597222,-122.319722,12.703894866476539
2024,10,47.597222,-122.319722,12.703894866476539
2024,10,47.597222,-122.319722,12.703894866476539
2024,10,47.597222,-122.319722,12.703894866476539
2024,10,47.597222,-122.319722,12.703894866476539
2024,10,47.597222,-122.319722,12.703894866476539
2024,10,47.597222,-122.319722,12.703894866476539
2024,10,47.597222,-122.319722,12.703894866476539
2024,10,47.597222,-122.319722,12.703894866476539
2024,10,47.597222,-122.319722,12.703894866476539
2024,10,47.597222,-122.319722,12.703894866476539
2024,11,47.597222,-122.319722,12.703894866476539
2024,11,47.597222,-122.319722,12.703894866476539
2024,11,47.597222,-122.319722,12.703894866476539
2024,11,47.597222,-122.319722,12.703894866476539
2024,11,47.597222,-122.319722,12.703894866476539
2024,11,47.597222,-122.319722,12.703894866476539
2024,11,47.597222,-122.319722,12.703894866476539
2024,11,47.597222,-122.319722,12.703894866476539
2024,11,47.597222,-122.319722,12.703894866476539
2024,11,47.597222,-122.319722,12.703894866476539
2024,11,47.597222,-122.319722,12.703894866476539
2024,11,47.597222,-122.319722,12.703894866476539
2024,11,47.597222,-122.319722,12.703894866476539
2024,12,47.597222,-122.319722,12.703894866476539
2024,12,47.597222,-122.319722,12.703894866476539
2024,12,47.597222,-122.319722,12.703894866476539
2024,12,47.597222,-122.319722,12.703894866476539
2024,12,47.597222,-122.319722,12.703894866476539
2024,12,47.597222,-122.319722,12.703894866476539
2024,12,47.597222,-122.319722,12.703894866476539
2024,12,47.597222,-122.319722,12.703894866476539
2024,12,47.597222,-122.319722,12.703894866476539
2024,12,47.597222,-122.319722,12.703894866476539
2024,12,47.597222,-122.319722,12.703894866476539
2024,12,47.597222,-122.319722,12.703894866476539
2024,12,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,2,47.597222,-122.319722,11.55
2024,2,47.597222,-122.319722,20.460000000000004
2024,2,47.597222,-122.319722,22.110000000000003
2024,2,47.597222,-122.319722,19.03
2024,2,47.597222,-122.319722,17.6
2024,2,47.597222,-122.319722,10.230000000000002
2024,2,47.597222,-122.319722,9.680000000000001
2024,2,47.597222,-122.319722,9.13
2024,2,47.597222,-122.319722,14.3
2024,2,47.597222,-122.319722,11.66
2024,2,47.597222,-122.319722,13.640000000000002
2024,2,47.597222,-122.319722,15.620000000000001
2024,2,47.597222,-122.319722,19.25
2024,2,47.597222,-122.319722,23.87
2024,2,47.597222,-122.319722,16.830000000000002
2024,2,47.597222,-122.319722,19.03
2024,2,47.597222,-122.319722,22.990000000000002
2024,2,47.597222,-122.319722,18.26
2024,2,47.597222,-122.319722,12.76
2024,2,47.597222,-122.319722,11.0
2024,2,47.597222,-122.319722,12.980000000000002
2024,2,47.597222,-122.319722,16.28
2024,2,47.597222,-122.319722,21.12
2024,2,47.597222,-122.319722,19.470000000000002
2024,2,47.597222,-122.319722,23.87
2024,2,47.597222,-122.319722,26.950000000000003
2024,2,47.597222,-122.319722,29.700000000000003
2024,2,47.597222,-122.319722,19.69
2024,2,47.597222,-122.319722,18.150000000000002
2024,2,47.597222,-122.319722,13.42
2024,2,47.597222,-122.319722,17.05
2024,2,47.597222,-122.319722,20.130000000000003
2024,2,47.597222,-122.319722,27.280000000000005
2024,2,47.597222,-122.319722,28.490000000000002
2024,2,47.597222,-122.319722,33.99
2024,2,47.597222,-122.319722,34.650000000000006
2024,2,47.597222,-122.319722,33.0
2024,2,47.597222,-122.319722,32.010000000000005
2024,2,47.597222,-122.319722,32.120000000000005
2024,2,47.597222,-122.319722,28.6
2024,2,47.597222,-122.319722,25.630000000000003
2024,2,47.597222,-122.319722,25.3
2024,2,47.597222,-122.319722,21.67
2024,2,47.597222,-122.319722,25.410000000000004
2024,2,47.597222,-122.319722,21.34
2024,2,47.597222,-122.319722,23.760000000000005
2024,2,47.597222,-122.319722,19.580000000000002
2024,2,47.597222,-122.319722,17.05
2024,2,47.597222,-122.319722,22.0
2024,2,47.597222,-122.319722,20.460000000000004
2024,2,47.597222,-122.319722,23.760000000000005
2024,2,47.597222,-122.319722,26.07
2024,2,47.597222,-122.319722,17.930000000000003
2024,2,47.597222,-122.319722,20.130000000000003
2024,2,47.597222,-122.319722,21.34
2024,2,47.597222,-122.319722,21.01
2024,2,47.597222,-122.319722,12.870000000000001
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,2,47.597222,-122.319722,12.430000000000001
2024,2,47.597222,-122.319722,12.65
2024,2,47.597222,-122.319722,15.400000000000002
2024,2,47.597222,-122.319722,16.830000000000002
2024,2,47.597222,-122.319722,10.450000000000001
2024,2,47.597222,-122.319722,6.490000000000001
2024,2,47.597222,-122.319722,7.48
2024,2,47.597222,-122.319722,5.61
2024,2,47.597222,-122.319722,6.6000000000000005
2024,2,47.597222,-122.319722,7.26
2024,2,47.597222,-122.319722,6.930000000000001
2024,2,47.597222,-122.319722,6.16
2024,2,47.597222,-122.319722,7.26
2024,2,47.597222,-122.319722,8.14
2024,2,47.597222,-122.319722,7.040000000000001
2024,2,47.597222,-122.319722,6.930000000000001
2024,2,47.597222,-122.319722,6.71
2024,2,47.597222,-122.319722,5.06
2024,2,47.597222,-122.319722,7.040000000000001
2024,2,47.597222,-122.319722,7.590000000000001
2024,2,47.597222,-122.319722,9.350000000000001
2024,2,47.597222,-122.319722,8.58
2024,2,47.597222,-122.319722,10.780000000000001
2024,2,47.597222,-122.319722,12.980000000000002
2024,2,47.597222,-122.319722,9.9
2024,2,47.597222,-122.319722,10.89
2024,2,47.597222,-122.319722,9.9
2024,2,47.597222,-122.319722,9.46
2024,2,47.597222,-122.319722,9.350000000000001
2024,2,47.597222,-122.319722,9.13
2024,2,47.597222,-122.319722,6.820000000000001
2024,2,47.597222,-122.319722,0.0
2024,2,47.597222,-122.319722,4.620000000000001
2024,2,47.597222,-122.319722,6.2700000000000005
2024,2,47.597222,-122.319722,7.370000000000001
2024,2,47.597222,-122.319722,10.56
2024,2,47.597222,-122.319722,11.440000000000001
2024,2,47.597222,-122.319722,11.55
2024,2,47.597222,-122.319722,11.330000000000002
2024,2,47.597222,-122.319722,9.57
2024,2,47.597222,-122.319722,10.230000000000002
2024,2,47.597222,-122.319722,9.680000000000001
2024,2,47.597222,-122.319722,12.540000000000001
2024,2,47.597222,-122.319722,18.700000000000003
2024,2,47.597222,-122.319722,19.69
2024,2,47.597222,-122.319722,16.5
2024,2,47.597222,-122.319722,13.200000000000001
2024,2,47.597222,-122.319722,11.110000000000001
2024,2,47.597222,-122.319722,13.97
2024,2,47.597222,-122.319722,10.01
2024,2,47.597222,-122.319722,10.56
2024,2,47.597222,-122.319722,9.240000000000002
2024,2,47.597222,-122.319722,8.030000000000001
2024,2,47.597222,-122.319722,9.240000000000002
2024,2,47.597222,-122.319722,9.57
2024,2,47.597222,-122.319722,8.25
2024,2,47.597222,-122.319722,10.56
2024,2,47.597222,-122.319722,8.690000000000001
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
2024,1,47.597222,-122.319722,12.703894866476539
